order_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,delivery_delay_days,delivery_completion_rate,is_on_time,is_complete_delivery
FMR34202601,25891601,96,2024-03-04,2024-03-04,96,0,100.0,Yes,Yes
FMR35202601,25891601,138,2024-03-05,2024-03-05,138,0,100.0,Yes,Yes
FMR35702601,25891601,125,2024-03-05,2024-03-06,113,1,90.4,No,No
FMR36902601,25891601,62,2024-03-06,2024-03-07,50,1,80.65,No,No
FMR35521601,25891601,112,2024-03-05,2024-03-08,112,3,100.0,No,Yes
FMR35402602,25891601,134,2024-03-05,2024-03-05,134,0,100.0,Yes,Yes
FMR35201601,25891601,129,2024-03-05,2024-03-05,116,0,89.92,Yes,No
FMR34422601,25891601,66,2024-03-04,2024-03-07,66,3,100.0,No,Yes
FMR34503601,25891601,120,2024-03-04,2024-03-03,120,-1,100.0,Yes,Yes
FMR36122601,25891601,148,2024-03-06,2024-03-08,133,2,89.86,No,No
FMR36421601,25891601,159,2024-03-06,2024-03-06,143,0,89.94,Yes,No
FMR34501601,25891601,194,2024-03-04,2024-03-04,194,0,100.0,Yes,Yes
FMR35220402,25891402,376,2024-03-05,2024-03-06,376,1,100.0,No,Yes
FMR34501601,25891402,396,2024-03-04,2024-03-04,396,0,100.0,Yes,Yes
FMR34402501,25891402,237,2024-03-04,2024-03-04,237,0,100.0,Yes,Yes
FMR36320402,25891402,431,2024-03-06,2024-03-07,388,1,90.02,No,No
FMR35720603,25891402,265,2024-03-05,2024-03-05,265,0,100.0,Yes,Yes
FMR36720402,25891402,345,2024-03-06,2024-03-08,345,2,100.0,No,Yes
FMR36703601,25891402,492,2024-03-06,2024-03-06,467,0,94.92,Yes,No
FMR36503402,25891402,306,2024-03-06,2024-03-06,306,0,100.0,Yes,Yes
FMR34521402,25891402,224,2024-03-04,2024-03-07,224,3,100.0,No,Yes
FMR35521602,25891402,295,2024-03-05,2024-03-06,295,1,100.0,No,Yes
FMR35522403,25891402,409,2024-03-05,2024-03-06,409,1,100.0,No,Yes
FMR36122602,25891402,412,2024-03-06,2024-03-09,391,3,94.9,No,No
FMR36121402,25891402,485,2024-03-06,2024-03-09,388,3,80.0,No,No
FMR36221402,25891402,239,2024-03-06,2024-03-07,239,1,100.0,No,Yes
FMR34702402,25891402,280,2024-03-04,2024-03-04,252,0,90.0,Yes,No
FMR35303203,25891201,500,2024-03-05,2024-03-05,500,0,100.0,Yes,Yes
FMR36303602,25891201,469,2024-03-06,2024-03-06,469,0,100.0,Yes,Yes
FMR35603603,25891201,367,2024-03-05,2024-03-05,367,0,100.0,Yes,Yes
FMR36121203,25891201,226,2024-03-06,2024-03-08,203,2,89.82,No,No
FMR34601603,25891201,227,2024-03-04,2024-03-04,227,0,100.0,Yes,Yes
FMR36301201,25891201,137,2024-03-06,2024-03-06,137,0,100.0,Yes,Yes
FMR34420201,25891201,186,2024-03-04,2024-03-03,177,-1,95.16,Yes,No
FMR35420302,25891201,309,2024-03-05,2024-03-05,247,0,79.94,Yes,No
FMR36420602,25891201,134,2024-03-06,2024-03-08,134,2,100.0,No,Yes
FMR35320602,25891201,360,2024-03-05,2024-03-05,360,0,100.0,Yes,Yes
FMR35402602,25891201,299,2024-03-05,2024-03-05,299,0,100.0,Yes,Yes
FMR35202201,25891201,233,2024-03-05,2024-03-07,233,2,100.0,No,Yes
FMR34321201,25891201,223,2024-03-04,2024-03-05,223,1,100.0,No,Yes
FMR35902302,25891201,233,2024-03-05,2024-03-05,233,0,100.0,Yes,Yes
FMR35403302,25891201,223,2024-03-05,2024-03-05,201,0,90.13,Yes,No
FMR36403201,25891201,321,2024-03-06,2024-03-06,321,0,100.0,Yes,Yes
FMR36103201,25891201,268,2024-03-06,2024-03-05,255,-1,95.15,Yes,No
FMR35503501,25891201,447,2024-03-05,2024-03-05,447,0,100.0,Yes,Yes
FMR36703601,25891201,239,2024-03-06,2024-03-06,239,0,100.0,Yes,Yes
FMR36501201,25891201,443,2024-03-06,2024-03-06,443,0,100.0,Yes,Yes
FMR34903401,25891201,366,2024-03-04,2024-03-04,366,0,100.0,Yes,Yes
FMR35522601,25891201,362,2024-03-05,2024-03-07,362,2,100.0,No,Yes
FMR36522603,25891201,121,2024-03-06,2024-03-09,121,3,100.0,No,Yes
FMR35603603,25891203,195,2024-03-05,2024-03-05,195,0,100.0,Yes,Yes
FMR35503501,25891501,189,2024-03-05,2024-03-05,189,0,100.0,Yes,Yes
FMR34501601,25891501,194,2024-03-04,2024-03-04,175,0,90.21,Yes,No
FMR34902603,25891501,246,2024-03-04,2024-03-04,246,0,100.0,Yes,Yes
FMR34203501,25891501,153,2024-03-04,2024-03-04,153,0,100.0,Yes,Yes
FMR35203502,25891501,165,2024-03-05,2024-03-05,157,0,95.15,Yes,No
FMR36603501,25891501,117,2024-03-06,2024-03-06,117,0,100.0,Yes,Yes
FMR36401501,25891501,219,2024-03-06,2024-03-06,219,0,100.0,Yes,Yes
FMR34201603,25891501,119,2024-03-04,2024-03-04,113,0,94.96,Yes,No
FMR35201601,25891501,154,2024-03-05,2024-03-05,154,0,100.0,Yes,Yes
FMR35403501,25891501,250,2024-03-05,2024-03-04,250,-1,100.0,Yes,Yes
FMR34621603,25891501,230,2024-03-04,2024-03-04,230,0,100.0,Yes,Yes
FMR36903501,25891501,220,2024-03-06,2024-03-06,198,0,90.0,Yes,No
FMR34303603,25891501,166,2024-03-04,2024-03-04,166,0,100.0,Yes,Yes
FMR35521501,25891501,158,2024-03-05,2024-03-05,158,0,100.0,Yes,Yes
FMR34402501,25891501,193,2024-03-04,2024-03-04,174,0,90.16,Yes,No
FMR34720603,25891501,227,2024-03-04,2024-03-04,227,0,100.0,Yes,Yes
FMR35503602,25891602,67,2024-03-05,2024-03-06,67,1,100.0,No,Yes
FMR36303602,25891602,68,2024-03-06,2024-03-06,61,0,89.71,Yes,No
FMR35521602,25891602,149,2024-03-05,2024-03-06,142,1,95.3,No,No
FMR36521602,25891602,95,2024-03-06,2024-03-07,95,1,100.0,No,Yes
FMR36420602,25891602,144,2024-03-06,2024-03-08,144,2,100.0,No,Yes
FMR35402602,25891602,107,2024-03-05,2024-03-05,107,0,100.0,Yes,Yes
FMR34103602,25891602,171,2024-03-04,2024-03-04,171,0,100.0,Yes,Yes
FMR36221602,25891602,82,2024-03-06,2024-03-06,82,0,100.0,Yes,Yes
FMR34601603,25891602,113,2024-03-04,2024-03-04,113,0,100.0,Yes,Yes
FMR35601602,25891602,65,2024-03-05,2024-03-04,59,-1,90.77,Yes,No
FMR34201603,25891602,73,2024-03-04,2024-03-04,73,0,100.0,Yes,Yes
FMR35320602,25891602,139,2024-03-05,2024-03-05,139,0,100.0,Yes,Yes
FMR35520602,25891602,112,2024-03-05,2024-03-06,106,1,94.64,No,No
FMR36520602,25891602,67,2024-03-06,2024-03-05,54,-1,80.6,Yes,No
FMR36121602,25891602,62,2024-03-06,2024-03-06,62,0,100.0,Yes,Yes
FMR34101603,25891602,66,2024-03-04,2024-03-04,66,0,100.0,Yes,Yes
FMR35603603,25891602,154,2024-03-05,2024-03-05,146,0,94.81,Yes,No
FMR36603602,25891602,200,2024-03-06,2024-03-05,200,-1,100.0,Yes,Yes
FMR34721603,25891602,117,2024-03-04,2024-03-04,117,0,100.0,Yes,Yes
FMR36122602,25891602,55,2024-03-06,2024-03-09,49,3,89.09,No,No
FMR34422602,25891602,121,2024-03-04,2024-03-04,121,0,100.0,Yes,Yes
FMR34220502,25891101,343,2024-03-04,2024-03-04,343,0,100.0,Yes,Yes
FMR35220303,25891101,338,2024-03-05,2024-03-05,338,0,100.0,Yes,Yes
FMR35501101,25891101,430,2024-03-05,2024-03-05,430,0,100.0,Yes,Yes
FMR36501201,25891101,358,2024-03-06,2024-03-06,358,0,100.0,Yes,Yes
FMR35101401,25891101,380,2024-03-05,2024-03-05,380,0,100.0,Yes,Yes
FMR34203501,25891101,370,2024-03-04,2024-03-04,370,0,100.0,Yes,Yes
FMR36203203,25891101,446,2024-03-06,2024-03-06,446,0,100.0,Yes,Yes
FMR34121101,25891101,488,2024-03-04,2024-03-04,488,0,100.0,Yes,Yes
FMR34721101,25891101,400,2024-03-04,2024-03-03,400,-1,100.0,Yes,Yes
FMR36721101,25891101,391,2024-03-06,2024-03-07,371,1,94.88,No,No
FMR34903101,25891101,342,2024-03-04,2024-03-05,274,1,80.12,No,No
FMR35903203,25891101,303,2024-03-05,2024-03-05,273,0,90.1,Yes,No
FMR34320502,25891101,459,2024-03-04,2024-03-04,459,0,100.0,Yes,Yes
FMR36221602,25891101,439,2024-03-06,2024-03-06,439,0,100.0,Yes,Yes
FMR34403502,25891101,350,2024-03-04,2024-03-04,315,0,90.0,Yes,No
FMR35102403,25891101,304,2024-03-05,2024-03-05,304,0,100.0,Yes,Yes
FMR35420101,25891101,421,2024-03-05,2024-03-06,421,1,100.0,No,Yes
FMR35622301,25891101,423,2024-03-05,2024-03-05,423,0,100.0,Yes,Yes
FMR36422101,25891101,339,2024-03-06,2024-03-09,339,3,100.0,No,Yes
FMR35402602,25891101,325,2024-03-05,2024-03-05,309,0,95.08,Yes,No
FMR36402101,25891101,321,2024-03-06,2024-03-06,321,0,100.0,Yes,Yes
FMR34102401,25891401,239,2024-03-04,2024-03-05,227,1,94.98,No,No
FMR36102401,25891401,478,2024-03-06,2024-03-06,430,0,89.96,Yes,No
FMR34903401,25891401,430,2024-03-04,2024-03-04,430,0,100.0,Yes,Yes
FMR35903401,25891401,244,2024-03-05,2024-03-06,220,1,90.16,No,No
FMR36702502,25891401,293,2024-03-06,2024-03-06,293,0,100.0,Yes,Yes
FMR34301401,25891401,447,2024-03-04,2024-03-04,358,0,80.09,Yes,No
FMR36522401,25891401,265,2024-03-06,2024-03-08,265,2,100.0,No,Yes
FMR35303401,25891401,366,2024-03-05,2024-03-08,366,3,100.0,No,Yes
FMR34201603,25891401,424,2024-03-04,2024-03-04,382,0,90.09,Yes,No
FMR34421502,25891401,309,2024-03-04,2024-03-07,309,3,100.0,No,Yes
FMR35101401,25891401,486,2024-03-05,2024-03-05,486,0,100.0,Yes,Yes
FMR36101401,25891401,464,2024-03-06,2024-03-06,464,0,100.0,Yes,Yes
FMR36220401,25891401,396,2024-03-06,2024-03-06,396,0,100.0,Yes,Yes
FMR34321403,25891401,258,2024-03-04,2024-03-04,258,0,100.0,Yes,Yes
FMR35221403,25891401,283,2024-03-05,2024-03-05,283,0,100.0,Yes,Yes
FMR34603603,25891603,52,2024-03-04,2024-03-04,47,0,90.38,Yes,No
FMR35603603,25891603,117,2024-03-05,2024-03-05,117,0,100.0,Yes,Yes
FMR34720603,25891603,192,2024-03-04,2024-03-04,154,0,80.21,Yes,No
FMR35720603,25891603,66,2024-03-05,2024-03-05,63,0,95.45,Yes,No
FMR34221603,25891603,61,2024-03-04,2024-03-05,58,1,95.08,No,No
FMR34101603,25891603,152,2024-03-04,2024-03-04,144,0,94.74,Yes,No
FMR36420603,25891603,105,2024-03-06,2024-03-07,105,1,100.0,No,Yes
FMR36522603,25891603,53,2024-03-06,2024-03-09,53,3,100.0,No,Yes
FMR36521603,25891603,70,2024-03-06,2024-03-06,66,0,94.29,Yes,No
FMR34902603,25891603,151,2024-03-04,2024-03-04,151,0,100.0,Yes,Yes
FMR34303603,25891603,187,2024-03-04,2024-03-04,187,0,100.0,Yes,Yes
FMR34601603,25891603,198,2024-03-04,2024-03-04,158,0,79.8,Yes,No
FMR36202603,25891603,170,2024-03-06,2024-03-06,170,0,100.0,Yes,Yes
FMR34201603,25891603,114,2024-03-04,2024-03-04,91,0,79.82,Yes,No
FMR34721603,25891603,73,2024-03-04,2024-03-04,66,0,90.41,Yes,No
FMR35721603,25891603,196,2024-03-05,2024-03-05,196,0,100.0,Yes,Yes
FMR34621603,25891603,117,2024-03-04,2024-03-04,111,0,94.87,Yes,No
FMR34122603,25891603,53,2024-03-04,2024-03-07,48,3,90.57,No,No
FMR35122603,25891603,167,2024-03-05,2024-03-05,167,0,100.0,Yes,Yes
FMR34501601,25891202,170,2024-03-04,2024-03-04,170,0,100.0,Yes,Yes
FMR34702402,25891202,231,2024-03-04,2024-03-04,219,0,94.81,Yes,No
FMR36903501,25891202,328,2024-03-06,2024-03-06,262,0,79.88,Yes,No
FMR34103602,25891202,159,2024-03-04,2024-03-04,151,0,94.97,Yes,No
FMR36421202,25891202,109,2024-03-06,2024-03-09,109,3,100.0,No,Yes
FMR35503202,25891202,295,2024-03-05,2024-03-04,295,-1,100.0,Yes,Yes
FMR36220401,25891202,277,2024-03-06,2024-03-06,277,0,100.0,Yes,Yes
FMR34720603,25891202,444,2024-03-04,2024-03-04,444,0,100.0,Yes,Yes
FMR36621202,25891202,262,2024-03-06,2024-03-06,262,0,100.0,Yes,Yes
FMR35202601,25891202,149,2024-03-05,2024-03-05,149,0,100.0,Yes,Yes
FMR34321403,25891202,144,2024-03-04,2024-03-04,144,0,100.0,Yes,Yes
FMR35522403,25891202,118,2024-03-05,2024-03-06,118,1,100.0,No,Yes
FMR36203203,25891202,427,2024-03-06,2024-03-06,406,0,95.08,Yes,No
FMR36522401,25891202,269,2024-03-06,2024-03-08,269,2,100.0,No,Yes
FMR34103602,25891303,71,2024-03-04,2024-03-04,67,0,94.37,Yes,No
FMR34301401,25891303,40,2024-03-04,2024-03-04,38,0,95.0,Yes,No
FMR34102503,25891303,26,2024-03-04,2024-03-04,26,0,100.0,Yes,Yes
FMR35102403,25891303,80,2024-03-05,2024-03-05,80,0,100.0,Yes,Yes
FMR36703303,25891303,59,2024-03-06,2024-03-05,59,-1,100.0,Yes,Yes
FMR35420303,25891303,74,2024-03-05,2024-03-07,74,2,100.0,No,Yes
FMR35122303,25891303,78,2024-03-05,2024-03-08,62,3,79.49,No,No
FMR35320303,25891303,76,2024-03-05,2024-03-07,76,2,100.0,No,Yes
FMR34702402,25891303,26,2024-03-04,2024-03-04,26,0,100.0,Yes,Yes
FMR34202601,25891303,64,2024-03-04,2024-03-04,64,0,100.0,Yes,Yes
FMR36202603,25891303,23,2024-03-06,2024-03-06,23,0,100.0,Yes,Yes
FMR36503402,25891303,35,2024-03-06,2024-03-06,31,0,88.57,Yes,No
FMR34902603,25891303,90,2024-03-04,2024-03-04,90,0,100.0,Yes,Yes
FMR35220303,25891303,72,2024-03-05,2024-03-05,72,0,100.0,Yes,Yes
FMR34101603,25891303,36,2024-03-04,2024-03-04,36,0,100.0,Yes,Yes
FMR35101401,25891303,74,2024-03-05,2024-03-05,74,0,100.0,Yes,Yes
FMR36320603,25891302,92,2024-03-06,2024-03-06,83,0,90.22,Yes,No
FMR36603401,25891203,453,2024-03-06,2024-03-06,453,0,100.0,Yes,Yes
FMR37422203,25891203,334,2024-03-07,2024-03-09,334,2,100.0,No,Yes
FMR35101203,25891203,329,2024-03-05,2024-03-06,329,1,100.0,No,Yes
FMR37320601,25891203,193,2024-03-07,2024-03-07,193,0,100.0,Yes,Yes
FMR35203301,25891203,253,2024-03-05,2024-03-05,253,0,100.0,Yes,Yes
FMR35703601,25891203,465,2024-03-05,2024-03-05,442,0,95.05,Yes,No
FMR36721501,25891203,474,2024-03-06,2024-03-06,474,0,100.0,Yes,Yes
FMR37721203,25891203,389,2024-03-07,2024-03-07,389,0,100.0,Yes,Yes
FMR36420203,25891203,384,2024-03-06,2024-03-05,384,-1,100.0,Yes,Yes
FMR36403401,25891203,127,2024-03-06,2024-03-06,114,0,89.76,Yes,No
FMR35301602,25891203,365,2024-03-05,2024-03-05,365,0,100.0,Yes,Yes
FMR37301603,25891203,192,2024-03-07,2024-03-07,182,0,94.79,Yes,No
FMR37202501,25891203,311,2024-03-07,2024-03-07,280,0,90.03,Yes,No
FMR35503402,25891203,361,2024-03-05,2024-03-05,361,0,100.0,Yes,Yes
FMR37720502,25891203,317,2024-03-07,2024-03-07,285,0,89.91,Yes,No
FMR36221203,25891203,412,2024-03-06,2024-03-05,391,-1,94.9,Yes,No
FMR37221303,25891203,497,2024-03-07,2024-03-07,497,0,100.0,Yes,Yes
FMR36501203,25891203,271,2024-03-06,2024-03-05,244,-1,90.04,Yes,No
FMR37601303,25891203,355,2024-03-07,2024-03-08,355,1,100.0,No,Yes
FMR36622203,25891203,226,2024-03-06,2024-03-07,226,1,100.0,No,Yes
FMR36102503,25891203,355,2024-03-06,2024-03-06,284,0,80.0,Yes,No
FMR35122601,25891203,196,2024-03-05,2024-03-07,186,2,94.9,No,No
FMR36122203,25891203,150,2024-03-06,2024-03-05,120,-1,80.0,Yes,No
FMR35102603,25891302,49,2024-03-05,2024-03-05,47,0,95.92,Yes,No
FMR37102302,25891302,69,2024-03-07,2024-03-07,66,0,95.65,Yes,No
FMR35622402,25891302,84,2024-03-05,2024-03-05,67,0,79.76,Yes,No
FMR37103203,25891203,248,2024-03-07,2024-03-07,248,0,100.0,Yes,Yes
FMR36621302,25891302,42,2024-03-06,2024-03-07,42,1,100.0,No,Yes
FMR37621302,25891302,62,2024-03-07,2024-03-06,62,-1,100.0,Yes,Yes
FMR35501302,25891302,98,2024-03-05,2024-03-06,98,1,100.0,No,Yes
FMR37221303,25891302,23,2024-03-07,2024-03-07,23,0,100.0,Yes,Yes
FMR35520302,25891302,51,2024-03-05,2024-03-06,48,1,94.12,No,No
FMR35421403,25891302,73,2024-03-05,2024-03-05,69,0,94.52,Yes,No
FMR36421302,25891302,62,2024-03-06,2024-03-09,59,3,95.16,No,No
FMR36403401,25891302,99,2024-03-06,2024-03-06,99,0,100.0,Yes,Yes
FMR37403302,25891302,84,2024-03-07,2024-03-09,84,2,100.0,No,Yes
FMR36220601,25891302,84,2024-03-06,2024-03-06,67,0,79.76,Yes,No
FMR37902502,25891302,32,2024-03-07,2024-03-07,32,0,100.0,Yes,Yes
FMR36103302,25891302,90,2024-03-06,2024-03-09,72,3,80.0,No,No
FMR36203302,25891302,97,2024-03-06,2024-03-06,97,0,100.0,Yes,Yes
FMR35601501,25891302,67,2024-03-05,2024-03-05,67,0,100.0,Yes,Yes
FMR37903502,25891302,77,2024-03-07,2024-03-07,69,0,89.61,Yes,No
FMR36503501,25891302,88,2024-03-06,2024-03-06,88,0,100.0,Yes,Yes
FMR36721501,25891301,99,2024-03-06,2024-03-06,99,0,100.0,Yes,Yes
FMR37703602,25891301,84,2024-03-07,2024-03-07,80,0,95.24,Yes,No
FMR36102503,25891301,76,2024-03-06,2024-03-06,76,0,100.0,Yes,Yes
FMR35203301,25891301,87,2024-03-05,2024-03-05,87,0,100.0,Yes,Yes
FMR35601501,25891301,80,2024-03-05,2024-03-05,80,0,100.0,Yes,Yes
FMR36601301,25891301,81,2024-03-06,2024-03-07,81,1,100.0,No,Yes
FMR36503301,25891301,40,2024-03-06,2024-03-07,40,1,100.0,No,Yes
FMR36221303,25891301,20,2024-03-06,2024-03-06,16,0,80.0,Yes,No
FMR37221303,25891301,67,2024-03-07,2024-03-07,67,0,100.0,Yes,Yes
FMR37202501,25891301,75,2024-03-07,2024-03-07,75,0,100.0,Yes,Yes
FMR35702301,25891301,39,2024-03-05,2024-03-05,39,0,100.0,Yes,Yes
FMR36503301,25891101,347,2024-03-06,2024-03-07,347,1,100.0,No,Yes
FMR35202503,25891403,317,2024-03-05,2024-03-05,317,0,100.0,Yes,Yes
FMR36720501,25891403,408,2024-03-06,2024-03-06,408,0,100.0,Yes,Yes
FMR35521403,25891403,249,2024-03-05,2024-03-07,249,2,100.0,No,Yes
FMR36121403,25891403,247,2024-03-06,2024-03-05,247,-1,100.0,Yes,Yes
FMR36522602,25891403,366,2024-03-06,2024-03-06,366,0,100.0,Yes,Yes
FMR36103403,25891403,298,2024-03-06,2024-03-08,238,2,79.87,No,No
FMR37622503,25891503,247,2024-03-07,2024-03-07,247,0,100.0,Yes,Yes
FMR36121503,25891503,211,2024-03-06,2024-03-06,190,0,90.05,Yes,No
FMR35403503,25891503,110,2024-03-05,2024-03-04,110,-1,100.0,Yes,Yes
FMR37403503,25891503,122,2024-03-07,2024-03-07,122,0,100.0,Yes,Yes
FMR35103503,25891503,135,2024-03-05,2024-03-04,128,-1,94.81,Yes,No
FMR35703601,25891503,216,2024-03-05,2024-03-05,216,0,100.0,Yes,Yes
FMR37703602,25891503,187,2024-03-07,2024-03-07,178,0,95.19,Yes,No
FMR36903503,25891503,129,2024-03-06,2024-03-06,123,0,95.35,Yes,No
FMR35201503,25891503,234,2024-03-05,2024-03-05,234,0,100.0,Yes,Yes
FMR36501601,25891503,178,2024-03-06,2024-03-06,160,0,89.89,Yes,No
FMR36102503,25891503,230,2024-03-06,2024-03-06,230,0,100.0,Yes,Yes
FMR37320601,25891503,232,2024-03-07,2024-03-07,209,0,90.09,Yes,No
FMR35202503,25891503,166,2024-03-05,2024-03-05,166,0,100.0,Yes,Yes
FMR37122503,25891503,158,2024-03-07,2024-03-08,158,1,100.0,No,Yes
FMR35403602,25891103,483,2024-03-05,2024-03-05,483,0,100.0,Yes,Yes
FMR37403503,25891103,442,2024-03-07,2024-03-07,442,0,100.0,Yes,Yes
FMR35903603,25891103,318,2024-03-05,2024-03-05,254,0,79.87,Yes,No
FMR35201401,25891103,373,2024-03-05,2024-03-04,373,-1,100.0,Yes,Yes
FMR37303603,25891103,461,2024-03-07,2024-03-07,461,0,100.0,Yes,Yes
FMR35402402,25891103,317,2024-03-05,2024-03-05,317,0,100.0,Yes,Yes
FMR36402603,25891103,333,2024-03-06,2024-03-06,316,0,94.89,Yes,No
FMR36121503,25891103,327,2024-03-06,2024-03-06,327,0,100.0,Yes,Yes
FMR35503402,25891103,476,2024-03-05,2024-03-05,476,0,100.0,Yes,Yes
FMR35622402,25891103,480,2024-03-05,2024-03-05,480,0,100.0,Yes,Yes
FMR36622502,25891103,443,2024-03-06,2024-03-06,421,0,95.03,Yes,No
FMR36101501,25891103,329,2024-03-06,2024-03-06,329,0,100.0,Yes,Yes
FMR37101603,25891103,358,2024-03-07,2024-03-07,358,0,100.0,Yes,Yes
FMR36301202,25891103,378,2024-03-06,2024-03-08,378,2,100.0,No,Yes
FMR37301603,25891103,475,2024-03-07,2024-03-07,475,0,100.0,Yes,Yes
FMR37721103,25891103,436,2024-03-07,2024-03-08,436,1,100.0,No,Yes
FMR37420402,25891103,469,2024-03-07,2024-03-09,375,2,79.96,No,No
FMR36221601,25891601,197,2024-03-06,2024-03-07,197,1,100.0,No,Yes
FMR35703601,25891601,55,2024-03-05,2024-03-05,55,0,100.0,Yes,Yes
FMR36522602,25891601,112,2024-03-06,2024-03-06,112,0,100.0,Yes,Yes
FMR36202601,25891601,165,2024-03-06,2024-03-06,165,0,100.0,Yes,Yes
FMR35403602,25891601,59,2024-03-05,2024-03-05,59,0,100.0,Yes,Yes
FMR37521601,25891601,78,2024-03-07,2024-03-08,78,1,100.0,No,Yes
FMR36402601,25891601,99,2024-03-06,2024-03-08,99,2,100.0,No,Yes
FMR36103603,25891601,156,2024-03-06,2024-03-06,140,0,89.74,Yes,No
FMR35721601,25891601,138,2024-03-05,2024-03-04,138,-1,100.0,Yes,Yes
FMR35101603,25891601,115,2024-03-05,2024-03-05,115,0,100.0,Yes,Yes
FMR37320601,25891601,90,2024-03-07,2024-03-07,90,0,100.0,Yes,Yes
FMR36422601,25891601,144,2024-03-06,2024-03-06,144,0,100.0,Yes,Yes
FMR36220601,25891601,186,2024-03-06,2024-03-06,177,0,95.16,Yes,No
FMR35122601,25891601,148,2024-03-05,2024-03-07,141,2,95.27,No,No
FMR37301603,25891601,200,2024-03-07,2024-03-07,160,0,80.0,Yes,No
FMR35321601,25891601,83,2024-03-05,2024-03-05,79,0,95.18,Yes,No
FMR35621603,25891601,192,2024-03-05,2024-03-05,192,0,100.0,Yes,Yes
FMR35420601,25891601,131,2024-03-05,2024-03-05,131,0,100.0,Yes,Yes
FMR36501601,25891601,62,2024-03-06,2024-03-06,62,0,100.0,Yes,Yes
FMR35103402,25891402,204,2024-03-05,2024-03-06,163,1,79.9,No,No
FMR35501402,25891402,416,2024-03-05,2024-03-05,395,0,94.95,Yes,No
FMR35402402,25891402,316,2024-03-05,2024-03-05,300,0,94.94,Yes,No
FMR37420402,25891402,484,2024-03-07,2024-03-09,484,2,100.0,No,Yes
FMR35703402,25891402,354,2024-03-05,2024-03-04,354,-1,100.0,Yes,Yes
FMR35301602,25891402,238,2024-03-05,2024-03-05,238,0,100.0,Yes,Yes
FMR36601602,25891402,254,2024-03-06,2024-03-06,229,0,90.16,Yes,No
FMR35503402,25891402,461,2024-03-05,2024-03-05,461,0,100.0,Yes,Yes
FMR37503501,25891402,277,2024-03-07,2024-03-07,277,0,100.0,Yes,Yes
FMR36902602,25891402,246,2024-03-06,2024-03-06,246,0,100.0,Yes,Yes
FMR37521601,25891402,285,2024-03-07,2024-03-08,285,1,100.0,No,Yes
FMR35903603,25891402,447,2024-03-05,2024-03-05,402,0,89.93,Yes,No
FMR35122402,25891402,450,2024-03-05,2024-03-06,428,1,95.11,No,No
FMR37122402,25891402,393,2024-03-07,2024-03-09,373,2,94.91,No,No
FMR35621402,25891402,257,2024-03-05,2024-03-04,257,-1,100.0,Yes,Yes
FMR35622402,25891402,272,2024-03-05,2024-03-05,272,0,100.0,Yes,Yes
FMR37702402,25891402,426,2024-03-07,2024-03-07,341,0,80.05,Yes,No
FMR35202402,25891402,267,2024-03-05,2024-03-04,267,-1,100.0,Yes,Yes
FMR37303603,25891201,396,2024-03-07,2024-03-07,396,0,100.0,Yes,Yes
FMR36603401,25891201,102,2024-03-06,2024-03-06,102,0,100.0,Yes,Yes
FMR35121501,25891201,327,2024-03-05,2024-03-06,327,1,100.0,No,Yes
FMR35122201,25891201,428,2024-03-05,2024-03-05,385,0,89.95,Yes,No
FMR37601501,25891201,154,2024-03-07,2024-03-07,146,0,94.81,Yes,No
FMR36401303,25891201,232,2024-03-06,2024-03-07,232,1,100.0,No,Yes
FMR37320601,25891201,394,2024-03-07,2024-03-07,394,0,100.0,Yes,Yes
FMR37321201,25891201,244,2024-03-07,2024-03-09,232,2,95.08,No,No
FMR37422201,25891201,347,2024-03-07,2024-03-07,347,0,100.0,Yes,Yes
FMR36221303,25891201,243,2024-03-06,2024-03-06,219,0,90.12,Yes,No
FMR35720602,25891201,370,2024-03-05,2024-03-05,370,0,100.0,Yes,Yes
FMR35520201,25891201,435,2024-03-05,2024-03-08,391,3,89.89,No,No
FMR36503501,25891501,196,2024-03-06,2024-03-06,176,0,89.8,Yes,No
FMR37503501,25891501,183,2024-03-07,2024-03-07,183,0,100.0,Yes,Yes
FMR36721501,25891501,127,2024-03-06,2024-03-06,127,0,100.0,Yes,Yes
FMR37321501,25891501,225,2024-03-07,2024-03-07,214,0,95.11,Yes,No
FMR36902501,25891501,228,2024-03-06,2024-03-07,228,1,100.0,No,Yes
FMR37702501,25891501,209,2024-03-07,2024-03-06,188,-1,89.95,Yes,No
FMR35601501,25891501,115,2024-03-05,2024-03-05,115,0,100.0,Yes,Yes
FMR37601501,25891501,192,2024-03-07,2024-03-07,173,0,90.1,Yes,No
FMR35401501,25891501,214,2024-03-05,2024-03-05,214,0,100.0,Yes,Yes
FMR37401602,25891501,243,2024-03-07,2024-03-07,219,0,90.12,Yes,No
FMR35420602,25891501,167,2024-03-05,2024-03-08,167,3,100.0,No,Yes
FMR35121501,25891501,141,2024-03-05,2024-03-06,141,1,100.0,No,Yes
FMR35903603,25891501,145,2024-03-05,2024-03-05,138,0,95.17,Yes,No
FMR37221501,25891501,198,2024-03-07,2024-03-06,198,-1,100.0,Yes,Yes
FMR36101501,25891501,126,2024-03-06,2024-03-06,126,0,100.0,Yes,Yes
FMR36103603,25891501,177,2024-03-06,2024-03-06,168,0,94.92,Yes,No
FMR35421501,25891501,165,2024-03-05,2024-03-04,165,-1,100.0,Yes,Yes
