ORDER_ID,on.time,in_full,OTIF
FMR314320501,1.0,1.0,1.0 units
FMR313503401,-1.0,-1.0,1.0 UNITS
FMR315501401,1.0,1.0,1.0
FMR314401502,,,1.0
FMR315401301,1.0,1.0,1.0
FMR315401601,1.0,,
FMR314720601,1.0,1.0,1.0 units
FMR314902603,1.0 units,-1.0 units,1.0
FMR313220503,1.0,1.0,1.0
FMR314621502,1.0,1.0,1.0
FMR315621501,1.0,1.0,1.0
FMR314621403,-1.0,1.0,1.0
FMR313621603,1.0,1.0,1.0
FMR314101301,1.0,,1.0
FMR313101302,1.0 units,1.0,1.0 units
FMR315101302,1.0,,1.0
FMR315321402,1.0,1.0,1.0 units
FMR314321102,1.0,-1.0,1.0
FMR315321201,1.0,1.0,1.0
FMR315203301,1.0,1.0,1.0
FMR314102602,nan units,1.0,1.0
FMR314102301,1.0,1.0,1.0
FMR314301202,1.0,1.0,1.0
FMR313201602,1.0,1.0,1.0
FMR314201601,1.0 units,1.0,1.0
FMR315420101,1.0,1.0,1.0 units
FMR315420501,1.0,-1.0,1.0
FMR313121303,1.0,1.0,1.0
FMR313522603,,-1.0 units,1.0
FMR313422203,1.0,1.0,1.0
FMR314521501,1.0 units,-1.0,1.0
FMR313521103,1.0,1.0,1.0
FMR314421501,1.0,1.0,1.0
FMR313702503,1.0,1.0,
FMR315122603,1.0,1.0,1.0
FMR314601602,-1.0,1.0,1.0
FMR314403301,1.0,1.0 units,1.0
FMR313403501,1.0,1.0 units,1.0
FMR315202601,1.0,1.0,1.0
FMR313202602,1.0,1.0,1.0
FMR314703501,-1.0,1.0,1.0
FMR315703603,1.0,1.0,1.0
FMR314603602,1.0,1.0,1.0 units
FMR315103501,1.0,0.0,0.0
FMR316103103,1.0,0.0,0.0
FMR314903201,1.0,,0.0
FMR315903601,1.0,0.0,0.0
FMR316903303,,0.0,0.0 Units
FMR314702503,1.0,0.0,0.0
FMR316702603,1.0,0.0 units,0.0
FMR315702602,1.0,0.0 units,0.0 units
FMR316601501,1.0,0.0,0.0
FMR315601603,1.0,0.0,0.0
FMR315301602,1.0,0.0,0.0
FMR316301601,1.0,,0.0
FMR314301503,1.0,0.0,0.0
FMR316203603,1.0,0.0,0.0
FMR314203503,1.0,0.0,0.0
FMR314621601,1.0,0.0,0.0
FMR316101303,1.0,0.0,0.0
FMR316102601,1.0,0.0,0.0 units
FMR314202301,1.0,0.0,0.0
FMR315202603,1.0,0.0 units,0.0
FMR315402203,1.0,0.0,0.0
FMR314402301,1.0,0.0,0.0
FMR315720603,1.0,0.0,0.0
FMR315720301,1.0,0.0 units,0.0
FMR314720603,1.0,,0.0 units
FMR315221601,1.0,0.0,0.0
FMR314221502,1.0 units,0.0,0.0
FMR315703503,nan units,0.0 units,0.0 units
FMR315401203,1.0,0.0,0.0 units
FMR316401402,1.0,0.0,0.0
FMR314401403,1.0,0.0,0.0
FMR316622402,1.0,0.0,0.0 units
FMR314622602,1.0,0.0,0.0
FMR314320303,1.0,0.0,0.0
FMR315721602,1.0,-1.0,0.0
FMR316721302,1.0,0.0 units,0.0
FMR315122403,1.0,-1.0,0.0
FMR315122103,1.0,0.0,0.0
FMR315220403,1.0,0.0,0.0
FMR316520502,1.0 Units,0.0,0.0
FMR316520401,1.0,-1.0,0.0
FMR316501501,1.0,0.0 units,0.0
FMR316503203,1.0,0.0,0.0
FMR316503602,1.0,0.0,0.0
FMR314503502,1.0,0.0,0.0
FMR315503502,1.0,0.0,0.0 units
FMR314603203,-1.0,0.0,0.0
FMR314403403,1.0,0.0,0.0
FMR315403301,1.0,0.0,0.0
FMR316403501,1.0,0.0,0.0
FMR315421303,1.0,0.0 units,0.0
FMR316303402,1.0,0.0,0.0
FMR315521103,1.0,0.0,0.0
FMR314422301,1.0,0.0,0.0
FMR316420303,1.0,0.0,0.0
FMR314203203,0.0 units,0.0,0.0
FMR316622503,0.0,0.0,-1.0
FMR315102603,0.0,0.0,0.0
FMR314903301,0.0,0.0,0.0
FMR315903301,0.0,0.0,0.0
FMR316903103,0.0,0.0,0.0
FMR314702302,0.0,0.0,0.0 units
FMR315702302,0.0,0.0,0.0 units
FMR315522502,-1.0 units,0.0,0.0
FMR314522403,-1.0,0.0,0.0
FMR315522603,0.0 units,0.0,0.0
FMR314121401,0.0,0.0,0.0
FMR315121501,0.0,0.0,0.0
FMR314420102,0.0,0.0,0.0
FMR315420503,0.0 units,-1.0,0.0
FMR316420601,0.0,0.0,0.0
FMR316520202,0.0,0.0,0.0
FMR316421601,0.0,0.0,0.0
FMR316421302,0.0,0.0 units,
FMR314421201,0.0,0.0,
FMR314421602,0.0,0.0,
FMR316421501,0.0,0.0,0.0
FMR315421103,0.0,0.0,0.0
FMR315122302,0.0,,0.0
FMR314122303,0.0,0.0,0.0
FMR316122303,0.0,0.0,0.0
FMR315122401,0.0,0.0,0.0
FMR314422102,0.0,1.0,0.0
FMR316422602,0.0,1.0,0.0
FMR314422402,0.0,1.0,0.0 units
FMR315422403,0.0,1.0,0.0
FMR315422103,0.0,1.0,0.0
FMR316301401,0.0 units,1.0,0.0
FMR314102202,-1.0,1.0,0.0
FMR314122202,0.0,1.0,0.0
FMR314320302,0.0,1.0,0.0
FMR315603203,0.0,1.0 units,0.0
FMR315603502,0.0,1.0 units,0.0
FMR315603602,0.0 units,1.0,0.0
FMR314603501,0.0 units,,0.0
FMR316203501,0.0,1.0,0.0
FMR314721201,0.0,1.0,0.0 Units
FMR315321301,0.0,1.0,0.0
FMR314221602,0.0,1.0,0.0
FMR315221501,0.0,1.0 units,0.0 units
FMR315520502,0.0,1.0,0.0
FMR315622402,0.0,1.0,0.0
FMR314622201,0.0,1.0,0.0
FMR316621601,0.0,1.0,0.0
FMR314101103,0.0,1.0 units,0.0
FMR314220401,0.0,1.0,0.0 units
FMR315201502,0.0,1.0,0.0
FMR316201301,0.0,1.0 units,
FMR316401302,0.0,1.0,0.0
FMR315601101,0.0,1.0,0.0
FMR315903503,0.0,1.0,0.0
FMR314522502,0.0,1.0,0.0 units
FMR315522402,0.0,1.0,0.0 units
FMR316522601,0.0,1.0,0.0
FMR316521502,0.0,1.0,0.0 units
FMR315521602,0.0,1.0,0.0
FMR316521601,0.0,1.0,0.0
FMR315521302,0.0,1.0 units,0.0
FMR314121301,0.0,1.0,0.0
FMR315420603,0.0,1.0 units,0.0
FMR315420502,0.0,1.0 units,0.0
FMR314420403,-1.0,1.0 units,0.0
FMR314420103,0.0,1.0 units,0.0
FMR316402301,1.0,1.0,1.0
FMR315402401,1.0,1.0,1.0
FMR314221202,1.0,1.0,1.0
FMR315221603,,1.0,1.0
FMR316320403,1.0,1.0,1.0
FMR315320601,1.0,1.0 units,1.0
FMR314501202,1.0,1.0,1.0
FMR315401102,1.0,1.0,-1.0
FMR316720601,1.0,1.0,1.0
FMR315902203,-1.0,1.0,1.0 units
FMR316902501,1.0,1.0,1.0
FMR314902502,1.0 UNITS,1.0,1.0
FMR315902302,1.0,1.0,1.0
FMR314220303,1.0,1.0,1.0
FMR316220503,1.0,1.0,1.0
FMR316220202,1.0,1.0,1.0
FMR315621402,1.0,1.0,1.0
FMR316621502,1.0,1.0,-1.0
FMR314101102,1.0 units,1.0,1.0
FMR315101502,1.0,1.0,1.0
FMR315321603,1.0,1.0,1.0 UNITS
FMR316321201,-1.0,1.0,1.0
FMR314321602,1.0 units,1.0,1.0
FMR315203302,1.0,1.0,1.0
FMR314102203,1.0 units,1.0,1.0
FMR315102601,1.0,1.0,1.0
FMR316201403,1.0,1.0,1.0
FMR314201403,1.0,1.0 UNITS,1.0
FMR315201401,1.0,-1.0,1.0
FMR314420203,1.0,1.0,1.0
FMR315420403,1.0,1.0,1.0
FMR316522402,1.0,1.0,1.0
FMR314522202,1.0,1.0,1.0
FMR315422303,1.0,1.0,1.0
FMR316422601,-1.0,1.0,1.0
FMR316521501,,1.0 units,1.0 units
FMR315521202,1.0,1.0,1.0
FMR315702403,1.0,1.0,1.0
FMR314122503,1.0,1.0,1.0
FMR314601401,1.0,1.0,
FMR316202403,1.0,1.0,1.0
FMR315202303,1.0,1.0,1.0
FMR314303403,1.0,1.0,1.0
FMR315303301,1.0,1.0,-1.0
FMR316703103,1.0,-1.0,1.0
FMR316603601,1.0,1.0,1.0
FMR315103403,1.0,0.0,0.0
FMR316103602,1.0,0.0,0.0
FMR317103403,1.0,0.0,0.0
FMR316903601,1.0,0.0,0.0
FMR317903503,1.0,0.0,0.0
FMR315903603,1.0,0.0,0.0
FMR315702303,1.0,0.0,0.0
FMR316702102,1.0,0.0,0.0 units
FMR317702101,1.0,0.0,0.0 units
FMR315601301,,0.0 units,0.0
FMR315301203,1.0,0.0,0.0
FMR317301602,1.0,0.0,0.0
FMR315621403,1.0,0.0,0.0
FMR316621603,1.0,0.0,0.0
FMR316101302,1.0,0.0,0.0
FMR317101602,1.0,0.0,0.0
FMR315102203,1.0,0.0 Units,0.0
FMR317102502,1.0,0.0,0.0
FMR315102301,1.0,0.0,0.0
FMR315902402,1.0,0.0,0.0
FMR316902603,1.0 units,0.0,0.0 units
FMR315201602,1.0,0.0 UNITS,0.0
FMR316321102,1.0,0.0,0.0
FMR315321602,1.0,0.0,0.0
FMR317402601,,0.0,0.0
FMR316221603,1.0,0.0,0.0
FMR315703403,1.0,0.0,0.0
FMR316703402,1.0,0.0,0.0
FMR317703602,1.0,0.0,0.0
FMR315401403,-1.0,0.0,0.0
FMR316401601,1.0,0.0 UNITS,0.0
FMR317622602,1.0,0.0,0.0 units
FMR316622603,1.0 units,0.0,0.0
FMR317320601,1.0,0.0,0.0
FMR316721502,1.0,0.0,0.0
FMR315721501,1.0,0.0,0.0
FMR315220603,1.0,0.0,0.0
FMR316220401,1.0,0.0,0.0
FMR315520503,-1.0,0.0 units,0.0
FMR317503502,1.0,0.0,0.0
FMR316503601,1.0,0.0,0.0
FMR315403503,1.0,0.0,0.0
FMR317403502,-1.0,0.0,0.0
FMR315403601,1.0,0.0,0.0
FMR317421301,1.0,0.0,nan units
FMR316421503,1.0,0.0,0.0
FMR317303603,1.0,0.0,0.0 units
FMR316303601,1.0,0.0,0.0
FMR315521501,1.0,0.0,0.0
FMR317422102,1.0,0.0,0.0 units
FMR317422302,1.0 units,0.0,0.0
FMR316321402,-1.0,-1.0,0.0
FMR315622502,0.0,0.0,0.0
FMR317321503,0.0 UNITS,0.0,0.0
FMR315303602,0.0,0.0,-1.0
FMR315101602,0.0 units,,
FMR316402303,Nan Units,0.0,0.0
FMR316321603,0.0,0.0,0.0 units
FMR316501502,0.0,0.0,0.0
FMR316103402,0.0,0.0,0.0
FMR316601203,0.0,0.0,0.0
FMR317601201,nan units,0.0,0.0
FMR315601602,0.0,0.0,0.0
FMR315601302,0.0,0.0,0.0
FMR317601103,0.0,0.0,0.0
FMR315903302,0.0,0.0,0.0
FMR316702602,,,0.0
FMR317521602,0.0,0.0,0.0
FMR316522501,0.0 units,0.0,0.0
FMR315422601,,0.0,0.0
FMR317121602,0.0,0.0,0.0
FMR317420501,0.0,0.0,0.0
FMR315420301,0.0,0.0 units,0.0
FMR315420202,0.0,0.0,0.0
FMR317520102,0.0,0.0,
FMR316520301,0.0,0.0 units,0.0
FMR315520303,0.0,0.0,0.0
FMR317520101,0.0,0.0,0.0
FMR317421203,0.0,0.0,0.0
FMR316421402,0.0,0.0,-1.0
FMR315421502,0.0,0.0,0.0
FMR316122602,0.0,0.0,0.0
FMR317122302,0.0,0.0,0.0
FMR316122301,0.0,0.0,0.0
FMR316122503,0.0,0.0,0.0
FMR315122601,0.0,0.0,0.0
FMR317122202,0.0,0.0,0.0
FMR315422402,0.0,1.0,0.0 units
FMR316422302,0.0,-1.0,0.0
FMR315301502,0.0,1.0,0.0
FMR315301503,0.0,1.0,0.0
FMR315421402,-1.0,1.0,0.0
FMR317421401,0.0,1.0,-1.0
FMR317102401,0.0,1.0 units,0.0
FMR317720102,0.0,1.0,0.0
FMR317720301,0.0,1.0,0.0
FMR316720602,0.0,1.0,0.0
FMR317303602,0.0,1.0 units,0.0
FMR315320101,0.0,1.0,-1.0
FMR317603201,-1.0 units,1.0,0.0
FMR317603303,0.0 units,1.0,0.0
FMR317203503,0.0,1.0,0.0
FMR315321502,0.0,1.0,
FMR315520402,0.0,1.0,0.0
FMR317520403,0.0,1.0,0.0
FMR315520401,0.0,1.0,0.0
FMR316503402,0.0,-1.0,0.0 units
FMR315503201,0.0,1.0,0.0
FMR315503302,0.0,1.0,0.0
FMR316621303,0.0,1.0 units,0.0
FMR317621401,0.0,1.0,0.0
FMR316621103,0.0,1.0,0.0
FMR315101303,0.0,1.0,0.0
FMR316703203,0.0,1.0,0.0
FMR317703603,-1.0,1.0,0.0
FMR316220301,0.0,1.0,0.0
FMR316220201,0.0,1.0,0.0
FMR315401401,0.0,1.0,0.0
FMR315402103,,1.0,0.0
FMR317403403,0.0,1.0,0.0 units
FMR315403201,0.0,1.0 units,0.0
FMR317702202,0.0,1.0 units,0.0
FMR315522503,0.0,1.0,0.0
FMR315522201,0.0,1.0 units,0.0 units
FMR315522602,0.0,1.0,0.0
FMR315521403,0.0,1.0 units,0.0
FMR315521503,0.0,1.0 units,0.0
FMR315121203,0.0,1.0,0.0
FMR315121503,0.0,1.0 units,0.0
FMR315121602,0.0,-1.0,0.0
FMR316121202,0.0,,0.0
FMR317420403,0.0,1.0,0.0
FMR316402601,1.0,1.0,1.0
FMR315402503,-1.0 UNITS,1.0 units,1.0
FMR315622602,1.0,1.0 units,1.0
FMR316622103,1.0,1.0,1.0
FMR317221203,-1.0,1.0,1.0
FMR315221401,1.0,1.0,1.0 units
FMR317221303,1.0,1.0,1.0
FMR315721203,1.0,1.0,1.0 units
FMR317721102,1.0,1.0 units,1.0
FMR315320503,1.0,1.0 units,1.0 units
FMR316320401,1.0,1.0,1.0
FMR315503403,1.0,1.0,1.0
FMR316503401,1.0,1.0,1.0
FMR316501203,1.0,1.0,1.0 units
FMR317501402,1.0,1.0,1.0
FMR315501601,1.0,1.0,1.0
FMR317401603,1.0,-1.0 UNITS,1.0
FMR315720501,1.0,1.0 units,1.0
FMR317720101,1.0,1.0,1.0
FMR316720603,1.0,1.0 units,1.0
FMR315720401,1.0,1.0,1.0
FMR317902301,1.0,1.0,1.0
FMR315902201,1.0,Nan Units,1.0
FMR317902603,1.0,1.0,1.0
FMR317220603,1.0,1.0,-1.0
FMR316621203,1.0,1.0,1.0
FMR317621102,1.0,1.0,1.0
FMR315101501,1.0,1.0,
FMR316101501,1.0,1.0,1.0
FMR317321103,1.0,1.0,1.0
FMR316203401,,1.0,1.0
FMR315203602,1.0,1.0,1.0
FMR316102503,1.0,1.0,1.0
FMR316301502,1.0,1.0,1.0
FMR315301501,1.0,1.0,1.0
FMR316201502,1.0,1.0,1.0
FMR316201401,1.0,1.0,1.0
FMR317420602,1.0,1.0,1.0
FMR316420401,1.0,,1.0
FMR317121601,1.0,1.0,1.0
FMR316121601,1.0,1.0,1.0
FMR316121501,1.0,1.0,1.0
FMR317522401,1.0 units,1.0,1.0
FMR316422402,1.0,1.0,1.0
FMR316422101,1.0,1.0,1.0
FMR317521101,1.0,1.0,1.0
FMR317122403,1.0,1.0,1.0
FMR315122301,1.0,1.0,1.0
FMR316403603,1.0,1.0,1.0
FMR316202503,1.0,1.0,1.0
FMR315202602,1.0,1.0 UNITS,1.0
FMR317202202,1.0,1.0,1.0
FMR315303501,1.0,1.0 units,1.0
FMR315603403,1.0,1.0,1.0
FMR316603602,1.0,1.0,1.0
FMR317603401,1.0,1.0,1.0
FMR317103601,1.0,0.0,0.0
FMR316103201,1.0 units,0.0,0.0
FMR318103603,1.0,0.0 units,0.0
FMR318903401,1.0,0.0,0.0
FMR316903603,1.0,0.0,0.0
FMR317702502,1.0,0.0,-1.0
FMR318702501,1.0 units,0.0,0.0
FMR316702601,1.0,0.0,0.0
FMR318601303,1.0,0.0,0.0
FMR317601603,1.0,0.0,0.0
FMR316601602,1.0,0.0,0.0
FMR317301503,1.0,0.0,0.0
FMR318301601,1.0 units,0.0 units,0.0
FMR316203502,1.0,0.0,0.0
FMR318621502,1.0,0.0,0.0
FMR317621303,1.0,0.0,0.0 Units
FMR317621501,1.0,0.0,0.0 units
FMR316101603,1.0,0.0,0.0
FMR318102602,1.0,0.0,0.0 units
FMR316902202,1.0,0.0 units,0.0
FMR318902601,1.0,0.0,0.0
FMR317902502,1.0,0.0,0.0
FMR316201503,1.0,0.0,0.0 units
FMR317202502,1.0,0.0,0.0
FMR316202603,1.0,0.0,0.0
FMR318202601,1.0,0.0,0.0
FMR318202603,1.0,0.0,
FMR318402201,1.0,0.0,0.0
FMR317402602,1.0,0.0,0.0
FMR317720503,1.0,0.0,0.0
FMR316720201,1.0 Units,-1.0,0.0
FMR317221302,,0.0,0.0
FMR316221501,1.0,0.0,0.0
FMR317703601,1.0,0.0,0.0
FMR317401103,1.0,0.0,0.0
FMR318622602,1.0,0.0,0.0
FMR317622603,1.0,-1.0,
FMR316320601,1.0,0.0,0.0
FMR318721603,1.0,0.0,0.0
FMR317721103,,0.0,0.0
FMR317122503,1.0,0.0,0.0
FMR318122101,,0.0,0.0
FMR317220501,1.0,0.0 units,0.0
FMR318520602,1.0 units,0.0,-1.0
FMR317520303,1.0,0.0,0.0
FMR316501103,1.0,0.0,
FMR318503603,1.0,0.0,0.0
FMR316503603,-1.0,0.0,0.0
FMR318603403,1.0 units,0.0,0.0 units
FMR316403402,1.0,0.0,0.0 units
FMR316421103,1.0,0.0,0.0
FMR318303401,1.0,0.0,0.0
FMR316521403,,0.0,0.0
FMR318121503,1.0,0.0,0.0
FMR317121402,1.0,0.0,0.0
FMR318522502,1.0,0.0,0.0
FMR317522402,1.0,0.0 units,0.0
FMR316422201,1.0,0.0,0.0
FMR316303101,0.0,0.0,0.0
FMR317102603,0.0,0.0,0.0
FMR318720502,0.0,0.0,0.0
FMR316221402,,NAN UNITS,0.0
FMR318221403,0.0,nan units,0.0
FMR318601401,0.0,0.0,0.0
FMR316521203,0.0,0.0,0.0
FMR318521303,0.0,0.0,0.0
FMR318522503,0.0,0.0,0.0
FMR317422401,0.0,0.0,0.0
FMR318422603,0.0,0.0,0.0 units
FMR318422102,0.0,0.0,0.0
FMR318422202,0.0,0.0,0.0
FMR316422401,,0.0,0.0 units
FMR316121302,0.0,0.0,0.0
FMR317121501,-1.0,0.0,0.0
FMR316420402,0.0,,-1.0
FMR316420201,0.0,0.0 units,0.0
FMR317520602,0.0,0.0 units,0.0
FMR318520501,0.0,0.0,0.0
FMR318520103,0.0,0.0,0.0
FMR317421503,0.0,0.0,0.0
FMR317421303,0.0,0.0,
FMR318421603,0.0,0.0,0.0 units
FMR318421401,0.0,-1.0,0.0
FMR316122603,0.0,0.0,0.0
FMR317122201,0.0,0.0,0.0
FMR317122601,0.0 UNITS,0.0,0.0
FMR318122601,0.0,0.0,0.0 units
FMR316122103,0.0,0.0,0.0
FMR317422601,0.0,-1.0 units,0.0
FMR317421402,0.0,1.0,0.0
FMR318102503,,1.0,0.0
FMR316102602,0.0,1.0,0.0
FMR318102401,0.0,,
FMR317122203,0.0,1.0 units,0.0 units
FMR316303503,0.0,1.0,0.0
FMR318303503,0.0,1.0,0.0
FMR316320302,0.0 UNITS,1.0,0.0
FMR317603403,0.0,1.0,0.0
FMR316203403,0.0,1.0,0.0
FMR318203301,0.0,1.0,0.0
FMR317203101,,1.0 UNITS,-1.0
FMR317203202,0.0,1.0,0.0
FMR317721402,0.0,1.0,-1.0
FMR317321501,0.0,1.0,0.0
FMR318321603,0.0,1.0,0.0
FMR318221101,0.0 Units,1.0,0.0
FMR317503103,0.0,1.0,0.0
FMR316202203,0.0,1.0 units,0.0
FMR318621602,0.0,1.0,0.0
FMR316621302,0.0,1.0,0.0
FMR318902501,0.0,1.0,-1.0
FMR316101601,0.0,1.0,0.0
FMR318220502,0.0,1.0,0.0
FMR316401602,0.0,1.0,0.0
FMR318402602,0.0 units,1.0,0.0
FMR317403103,0.0,1.0,0.0
FMR318103503,0.0,1.0,0.0
FMR317522203,0.0,1.0,0.0
FMR316522401,0.0,-1.0,0.0 units
FMR317522503,0.0,1.0,0.0
FMR317522202,0.0,1.0,0.0
FMR318522103,0.0,1.0,0.0
FMR317521603,0.0 units,1.0,0.0
FMR317521501,0.0,1.0,0.0
FMR318121601,0.0 units,1.0 units,0.0
FMR316121103,nan units,1.0,0.0
FMR317420601,,1.0,0.0
FMR318420501,0.0,1.0,0.0
FMR318420103,0.0,1.0,0.0 units
FMR318402603,1.0,1.0 units,1.0
FMR316402501,1.0,,1.0
FMR316622502,1.0,1.0,1.0
FMR318622503,1.0,1.0,-1.0
FMR316221303,1.0,1.0,1.0
FMR318721102,1.0,1.0,1.0
FMR317721502,1.0,-1.0,1.0
FMR316721603,1.0,1.0,1.0
FMR318320602,1.0,1.0,1.0
FMR316320602,1.0,1.0,1.0
FMR317503203,1.0,1.0,1.0
FMR317503403,1.0,1.0,1.0
FMR318501603,1.0,1.0,1.0
FMR317501302,1.0,1.0,1.0
FMR317401503,1.0,-1.0,1.0
FMR316401603,,1.0,1.0
FMR318720601,1.0,1.0,
FMR316720303,1.0,1.0,1.0
FMR318220503,1.0,1.0,1.0
FMR316621602,1.0 units,-1.0,1.0
FMR317101302,1.0,1.0,1.0
FMR318101303,1.0,1.0,1.0
FMR317321203,1.0,1.0,1.0
FMR316321502,1.0,1.0,1.0
FMR318321501,1.0,nan units,1.0
FMR317203303,1.0,1.0,1.0
FMR316102302,,1.0,1.0
FMR317102501,1.0,1.0,1.0
FMR316301403,1.0,1.0,1.0 units
FMR317201603,1.0,1.0,1.0
FMR317420603,1.0,1.0 units,1.0
FMR316121102,1.0,1.0,1.0
FMR316121303,1.0,1.0,1.0
FMR317422103,-1.0,1.0,1.0
FMR318521601,1.0,1.0,1.0
FMR317521303,1.0,1.0,1.0
FMR316122403,1.0,1.0,-1.0
FMR316122101,1.0,1.0,1.0
FMR318403303,1.0,1.0,1.0
FMR316303603,1.0,1.0,1.0
FMR317303501,1.0,1.0,1.0
FMR317703102,1.0,1.0,1.0
FMR316703302,1.0,1.0,1.0
FMR318703302,1.0,nan units,1.0
FMR317603602,1.0,1.0,1.0
FMR316603303,1.0,1.0,1.0
FMR317103603,1.0 UNITS,0.0,0.0 units
FMR319103201,1.0,0.0,-1.0
FMR319103601,1.0,0.0,-1.0
FMR317903601,1.0,0.0,0.0
FMR319903601,1.0,0.0,0.0 units
FMR319702301,1.0,0.0,0.0
FMR317702601,1.0,0.0,0.0
FMR317702403,1.0 units,0.0,0.0
FMR319702302,1.0,0.0,0.0
FMR319601502,1.0,0.0,0.0
FMR318601403,1.0,0.0,0.0
FMR317601301,1.0 units,0.0,0.0
FMR318301502,1.0,0.0,0.0
FMR318301303,1.0,0.0,0.0
FMR318101601,1.0,0.0,0.0
FMR319101402,1.0,0.0,0.0 units
FMR319101202,1.0,0.0,0.0 units
FMR317101603,1.0,0.0,0.0
FMR317102602,1.0,0.0,0.0
FMR319102603,1.0,0.0,0.0
FMR319102503,1.0,0.0,0.0 units
FMR319902503,1.0,0.0,0.0
FMR319201402,1.0,0.0,0.0
FMR318201501,1.0 units,0.0,0.0
FMR317202501,1.0,0.0,0.0
FMR318202403,-1.0,0.0,0.0
FMR318202602,-1.0,0.0,0.0
FMR319402403,1.0 units,,
FMR317402503,-1.0,0.0,0.0
FMR318221501,1.0,0.0 UNITS,0.0
FMR317221601,1.0,0.0,0.0
FMR318703402,1.0,0.0,0.0
FMR319703603,1.0,0.0,0.0
FMR317401302,1.0,0.0,0.0
FMR317622601,1.0,0.0,-1.0
FMR318320603,1.0,0.0,0.0
FMR319721501,1.0,0.0,0.0
FMR318721602,1.0 units,0.0,0.0
FMR319122402,1.0,0.0 units,0.0
FMR319520102,1.0 units,0.0,0.0
FMR317501603,1.0,0.0,0.0
FMR319501603,1.0,0.0,0.0
FMR318503302,1.0,0.0,0.0
FMR319603403,1.0,0.0,
FMR319421602,1.0,0.0,0.0
FMR317421602,1.0,0.0,0.0
FMR318303601,1.0,0.0,0.0
FMR319303601,1.0,0.0,0.0
FMR317121503,1.0,0.0,-1.0 units
FMR317420402,1.0 units,0.0,0.0
FMR319201403,,0.0,0.0
FMR319220503,0.0,0.0,0.0
FMR319101601,0.0,0.0,0.0
FMR318303202,0.0,0.0,0.0
FMR319703202,0.0,0.0,0.0
FMR319402401,0.0,,0.0
FMR319721603,0.0,0.0,0.0
FMR318501301,0.0,0.0,0.0
FMR317503602,0.0,0.0,0.0
FMR319503602,0.0,0.0,0.0
FMR317521402,0.0,0.0,0.0
FMR318521202,,0.0,0.0
FMR318522602,0.0,0.0,0.0
FMR318522603,0.0,0.0,0.0
FMR318522501,0.0,0.0,0.0
FMR317422603,0.0,0.0,0.0
FMR319121203,0.0,0.0,0.0 units
FMR317121102,0.0,0.0,0.0
FMR318121301,0.0,0.0,0.0
FMR319420102,0.0,0.0,0.0
FMR318520603,0.0,nan units,0.0
FMR317520502,0.0,0.0,0.0
FMR318520403,0.0,0.0,0.0
FMR317520603,0.0,0.0,0.0
FMR318421203,0.0,0.0,0.0
FMR319421603,0.0,0.0,-1.0
FMR319421301,0.0,0.0,-1.0
FMR319122501,0.0,0.0,0.0
FMR318422201,0.0 Units,1.0,0.0
FMR318422101,0.0,1.0,
FMR319422401,0.0,1.0,0.0
FMR318102603,0.0,1.0,0.0
FMR318122402,0.0,1.0,0.0
FMR317720103,0.0,1.0,0.0
FMR317303201,nan units,,0.0
FMR317303601,-1.0,1.0,0.0
FMR318603503,-1.0,1.0,0.0 units
FMR317203403,0.0,1.0 units,nan units
FMR319321203,0.0 units,1.0,0.0
FMR318321401,,1.0,0.0
FMR318202501,0.0,1.0,0.0
FMR318621603,0.0,1.0,0.0
FMR319902102,-1.0 units,1.0,
FMR317501602,0.0,1.0,0.0
FMR319703403,-1.0,1.0,0.0
FMR318220203,0.0,1.0,0.0 units
FMR317401301,0.0,-1.0,0.0
FMR317402403,0.0,1.0,-1.0
FMR318903503,0.0,1.0,0.0
FMR317522103,0.0 units,1.0,0.0
FMR318521102,0.0,1.0,0.0
FMR317521302,0.0 units,1.0,0.0
FMR319521303,0.0,1.0,0.0
FMR317521202,0.0,1.0,0.0
FMR319121403,0.0,1.0,0.0
FMR319121601,0.0,1.0,0.0
FMR318121303,0.0 units,1.0,0.0
FMR317121103,0.0,1.0,0.0
FMR317420101,0.0,1.0,0.0
FMR318402501,1.0,1.0,1.0
FMR319622501,1.0,-1.0,1.0
FMR318622202,1.0,1.0,1.0
FMR318221503,1.0,1.0,1.0
FMR317221602,1.0,1.0,1.0
FMR319221101,-1.0,1.0 UNITS,1.0
FMR317721503,1.0,1.0,1.0
FMR319320502,1.0,1.0,1.0
FMR317320603,1.0,1.0,1.0
FMR319503402,1.0,1.0,1.0
FMR317503601,1.0,1.0,1.0
FMR318501503,1.0,1.0,1.0 units
FMR318401202,1.0,1.0,1.0
FMR319401103,1.0 units,1.0,1.0
FMR318720503,1.0,1.0,1.0 units
FMR317720602,1.0 units,1.0,1.0
FMR319720603,1.0,1.0,1.0
FMR319720103,1.0,1.0,1.0
FMR318902503,1.0,1.0,1.0
FMR317902501,1.0,1.0,1.0
FMR319220602,1.0,1.0,1.0
FMR317220601,1.0,1.0,1.0
FMR318220103,1.0,,1.0
FMR319621603,1.0 units,1.0,1.0
FMR318621503,1.0,1.0,1.0
FMR317621201,1.0,1.0,1.0 UNITS
FMR317621603,1.0,1.0,1.0
FMR317101201,1.0,1.0,1.0
FMR317321403,1.0,1.0,1.0
FMR317321602,1.0,1.0,1.0 units
FMR318321201,1.0,1.0,1.0
FMR319321602,,1.0,1.0
FMR317203603,1.0,-1.0,1.0
