order_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty
FMR34103602,25891502,190,"Friday, March 4, 2022","Friday, March 4, 2022",171
FMR35103502,25891502,134,"Saturday, March 5, 2022","Saturday, March 5, 2022",121
FMR34902603,25891502,199,"Friday, March 4, 2022","Friday, March 4, 2022",199
FMR34422602,25891502,124,"Friday, March 4, 2022","Friday, March 4, 2022",112
FMR34101603,25891502,132,"Friday, March 4, 2022","Friday, March 4, 2022",125
FMR36702502,25891502,189,"Sunday, March 6, 2022","Sunday, March 6, 2022",189
FMR36303602,25891502,118,"Sunday, March 6, 2022","Sunday, March 6, 2022",112
FMR34403502,25891502,157,"Friday, March 4, 2022","Friday, March 4, 2022",157
FMR35321502,25891502,157,"Saturday, March 5, 2022","Saturday, March 5, 2022",149
FMR36501502,25891502,181,"Sunday, March 6, 2022","Saturday, March 5, 2022",181
FMR34521502,25891502,207,"Friday, March 4, 2022","Sunday, March 6, 2022",197
FMR34421502,25891502,172,"Friday, March 4, 2022","Monday, March 7, 2022",138
FMR35421502,25891502,200,"Saturday, March 5, 2022","Sunday, March 6, 2022",180
FMR35522601,25891502,121,"Saturday, March 5, 2022","Monday, March 7, 2022",115
FMR35621403,25891403,217,"Saturday, March 5, 2022","Saturday, March 5, 2022",206
FMR36421403,25891403,227,"Sunday, March 6, 2022","Tuesday, March 8, 2022",182
FMR35402602,25891403,483,"Saturday, March 5, 2022","Saturday, March 5, 2022",483
FMR34321403,25891403,216,"Friday, March 4, 2022","Friday, March 4, 2022",216
FMR36902601,25891403,394,"Sunday, March 6, 2022","Monday, March 7, 2022",394
FMR35221403,25891403,355,"Saturday, March 5, 2022","Saturday, March 5, 2022",319
FMR34703403,25891403,372,"Friday, March 4, 2022","Friday, March 4, 2022",372
FMR36703601,25891403,390,"Sunday, March 6, 2022","Sunday, March 6, 2022",390
FMR35102403,25891403,420,"Saturday, March 5, 2022","Saturday, March 5, 2022",420
FMR35522403,25891403,277,"Saturday, March 5, 2022","Sunday, March 6, 2022",249
FMR35401403,25891403,276,"Saturday, March 5, 2022","Saturday, March 5, 2022",276
FMR34220502,25891403,275,"Friday, March 4, 2022","Friday, March 4, 2022",275
FMR34622502,25891403,485,"Friday, March 4, 2022","Friday, March 4, 2022",485
FMR36622503,25891503,117,"Sunday, March 6, 2022","Sunday, March 6, 2022",117
FMR34720603,25891503,154,"Friday, March 4, 2022","Friday, March 4, 2022",154
FMR36720503,25891503,248,"Sunday, March 6, 2022","Sunday, March 6, 2022",248
FMR35121503,25891503,114,"Saturday, March 5, 2022","Tuesday, March 8, 2022",108
FMR34221503,25891503,120,"Friday, March 4, 2022","Friday, March 4, 2022",108
FMR36221602,25891503,189,"Sunday, March 6, 2022","Sunday, March 6, 2022",189
FMR36420503,25891503,210,"Sunday, March 6, 2022","Sunday, March 6, 2022",210
FMR34421503,25891503,237,"Friday, March 4, 2022","Sunday, March 6, 2022",237
FMR36703601,25891503,211,"Sunday, March 6, 2022","Sunday, March 6, 2022",211
FMR36603503,25891503,166,"Sunday, March 6, 2022","Wednesday, March 9, 2022",166
FMR34102503,25891503,163,"Friday, March 4, 2022","Friday, March 4, 2022",155
FMR36320503,25891503,182,"Sunday, March 6, 2022","Sunday, March 6, 2022",182
FMR34303603,25891503,192,"Friday, March 4, 2022","Friday, March 4, 2022",192
FMR34122503,25891503,112,"Friday, March 4, 2022","Saturday, March 5, 2022",90
FMR36122503,25891503,153,"Sunday, March 6, 2022","Monday, March 7, 2022",145
FMR36601503,25891503,194,"Sunday, March 6, 2022","Sunday, March 6, 2022",194
FMR35702503,25891503,111,"Saturday, March 5, 2022","Saturday, March 5, 2022",111
FMR35421103,25891103,486,"Saturday, March 5, 2022","Tuesday, March 8, 2022",389
FMR36421403,25891103,379,"Sunday, March 6, 2022","Tuesday, March 8, 2022",341
FMR36903501,25891103,363,"Sunday, March 6, 2022","Sunday, March 6, 2022",345
FMR34520103,25891103,381,"Friday, March 4, 2022","Monday, March 7, 2022",362
FMR36621202,25891103,446,"Sunday, March 6, 2022","Sunday, March 6, 2022",424
FMR36501103,25891103,304,"Sunday, March 6, 2022","Monday, March 7, 2022",274
FMR34720603,25891103,358,"Friday, March 4, 2022","Friday, March 4, 2022",358
FMR35720603,25891103,471,"Saturday, March 5, 2022","Saturday, March 5, 2022",471
FMR36522103,25891103,479,"Sunday, March 6, 2022","Saturday, March 5, 2022",479
FMR34503103,25891103,358,"Friday, March 4, 2022","Sunday, March 6, 2022",322
FMR35220303,25891103,322,"Saturday, March 5, 2022","Saturday, March 5, 2022",306
FMR35101401,25891103,325,"Saturday, March 5, 2022","Saturday, March 5, 2022",325
FMR35301103,25891103,383,"Saturday, March 5, 2022","Saturday, March 5, 2022",364
FMR35202601,25891103,335,"Saturday, March 5, 2022","Saturday, March 5, 2022",318
FMR36721103,25891103,485,"Sunday, March 6, 2022","Sunday, March 6, 2022",485
FMR34422602,25891103,416,"Friday, March 4, 2022","Friday, March 4, 2022",416
FMR36703601,25891601,159,"Sunday, March 6, 2022","Sunday, March 6, 2022",159
FMR35522601,25891601,130,"Saturday, March 5, 2022","Monday, March 7, 2022",130
FMR34202601,25891601,96,"Friday, March 4, 2022","Friday, March 4, 2022",96
FMR35202601,25891601,138,"Saturday, March 5, 2022","Saturday, March 5, 2022",138
FMR35702601,25891601,125,"Saturday, March 5, 2022","Sunday, March 6, 2022",113
FMR36902601,25891601,62,"Sunday, March 6, 2022","Monday, March 7, 2022",50
FMR35521601,25891601,112,"Saturday, March 5, 2022","Tuesday, March 8, 2022",112
FMR35402602,25891601,134,"Saturday, March 5, 2022","Saturday, March 5, 2022",134
FMR35201601,25891601,129,"Saturday, March 5, 2022","Saturday, March 5, 2022",116
FMR34422601,25891601,66,"Friday, March 4, 2022","Monday, March 7, 2022",66
FMR34503601,25891601,120,"Friday, March 4, 2022","Thursday, March 3, 2022",120
FMR36122601,25891601,148,"Sunday, March 6, 2022","Tuesday, March 8, 2022",133
FMR36421601,25891601,159,"Sunday, March 6, 2022","Sunday, March 6, 2022",143
FMR34501601,25891601,194,"Friday, March 4, 2022","Friday, March 4, 2022",194
FMR35220402,25891402,376,"Saturday, March 5, 2022","Sunday, March 6, 2022",376
FMR34501601,25891402,396,"Friday, March 4, 2022","Friday, March 4, 2022",396
FMR34402501,25891402,237,"Friday, March 4, 2022","Friday, March 4, 2022",237
FMR36320402,25891402,431,"Sunday, March 6, 2022","Monday, March 7, 2022",388
FMR35720603,25891402,265,"Saturday, March 5, 2022","Saturday, March 5, 2022",265
FMR36720402,25891402,345,"Sunday, March 6, 2022","Tuesday, March 8, 2022",345
FMR36703601,25891402,492,"Sunday, March 6, 2022","Sunday, March 6, 2022",467
FMR36503402,25891402,306,"Sunday, March 6, 2022","Sunday, March 6, 2022",306
FMR34521402,25891402,224,"Friday, March 4, 2022","Monday, March 7, 2022",224
FMR35521602,25891402,295,"Saturday, March 5, 2022","Sunday, March 6, 2022",295
FMR35522403,25891402,409,"Saturday, March 5, 2022","Sunday, March 6, 2022",409
FMR36122602,25891402,412,"Sunday, March 6, 2022","Wednesday, March 9, 2022",391
FMR36121402,25891402,485,"Sunday, March 6, 2022","Wednesday, March 9, 2022",388
FMR36221402,25891402,239,"Sunday, March 6, 2022","Monday, March 7, 2022",239
FMR34702402,25891402,280,"Friday, March 4, 2022","Friday, March 4, 2022",252
FMR35303203,25891201,500,"Saturday, March 5, 2022","Saturday, March 5, 2022",500
FMR36303602,25891201,469,"Sunday, March 6, 2022","Sunday, March 6, 2022",469
FMR35603603,25891201,367,"Saturday, March 5, 2022","Saturday, March 5, 2022",367
FMR36121203,25891201,226,"Sunday, March 6, 2022","Tuesday, March 8, 2022",203
FMR34601603,25891201,227,"Friday, March 4, 2022","Friday, March 4, 2022",227
FMR36301201,25891201,137,"Sunday, March 6, 2022","Sunday, March 6, 2022",137
FMR34420201,25891201,186,"Friday, March 4, 2022","Thursday, March 3, 2022",177
FMR35420302,25891201,309,"Saturday, March 5, 2022","Saturday, March 5, 2022",247
FMR36420602,25891201,134,"Sunday, March 6, 2022","Tuesday, March 8, 2022",134
FMR35320602,25891201,360,"Saturday, March 5, 2022","Saturday, March 5, 2022",360
FMR35402602,25891201,299,"Saturday, March 5, 2022","Saturday, March 5, 2022",299
FMR35202201,25891201,233,"Saturday, March 5, 2022","Monday, March 7, 2022",233
FMR34321201,25891201,223,"Friday, March 4, 2022","Saturday, March 5, 2022",223
FMR35902302,25891201,233,"Saturday, March 5, 2022","Saturday, March 5, 2022",233
FMR35403302,25891201,223,"Saturday, March 5, 2022","Saturday, March 5, 2022",201
FMR36403201,25891201,321,"Sunday, March 6, 2022","Sunday, March 6, 2022",321
FMR36103201,25891201,268,"Sunday, March 6, 2022","Saturday, March 5, 2022",255
FMR35503501,25891201,447,"Saturday, March 5, 2022","Saturday, March 5, 2022",447
FMR36703601,25891201,239,"Sunday, March 6, 2022","Sunday, March 6, 2022",239
FMR36501201,25891201,443,"Sunday, March 6, 2022","Sunday, March 6, 2022",443
FMR34903401,25891201,366,"Friday, March 4, 2022","Friday, March 4, 2022",366
FMR35522601,25891201,362,"Saturday, March 5, 2022","Monday, March 7, 2022",362
FMR36522603,25891201,121,"Sunday, March 6, 2022","Wednesday, March 9, 2022",121
FMR35603603,25891203,195,"Saturday, March 5, 2022","Saturday, March 5, 2022",195
FMR35503501,25891501,189,"Saturday, March 5, 2022","Saturday, March 5, 2022",189
FMR34501601,25891501,194,"Friday, March 4, 2022","Friday, March 4, 2022",175
FMR34902603,25891501,246,"Friday, March 4, 2022","Friday, March 4, 2022",246
FMR34203501,25891501,153,"Friday, March 4, 2022","Friday, March 4, 2022",153
FMR35203502,25891501,165,"Saturday, March 5, 2022","Saturday, March 5, 2022",157
FMR36603501,25891501,117,"Sunday, March 6, 2022","Sunday, March 6, 2022",117
FMR36401501,25891501,219,"Sunday, March 6, 2022","Sunday, March 6, 2022",219
FMR34201603,25891501,119,"Friday, March 4, 2022","Friday, March 4, 2022",113
FMR35201601,25891501,154,"Saturday, March 5, 2022","Saturday, March 5, 2022",154
FMR35403501,25891501,250,"Saturday, March 5, 2022","Friday, March 4, 2022",250
FMR34621603,25891501,230,"Friday, March 4, 2022","Friday, March 4, 2022",230
FMR36903501,25891501,220,"Sunday, March 6, 2022","Sunday, March 6, 2022",198
FMR34303603,25891501,166,"Friday, March 4, 2022","Friday, March 4, 2022",166
FMR35521501,25891501,158,"Saturday, March 5, 2022","Saturday, March 5, 2022",158
FMR34402501,25891501,193,"Friday, March 4, 2022","Friday, March 4, 2022",174
FMR34720603,25891501,227,"Friday, March 4, 2022","Friday, March 4, 2022",227
FMR35503602,25891602,67,"Saturday, March 5, 2022","Sunday, March 6, 2022",67
FMR36303602,25891602,68,"Sunday, March 6, 2022","Sunday, March 6, 2022",61
FMR35521602,25891602,149,"Saturday, March 5, 2022","Sunday, March 6, 2022",142
FMR36521602,25891602,95,"Sunday, March 6, 2022","Monday, March 7, 2022",95
FMR36420602,25891602,144,"Sunday, March 6, 2022","Tuesday, March 8, 2022",144
FMR35402602,25891602,107,"Saturday, March 5, 2022","Saturday, March 5, 2022",107
FMR34103602,25891602,171,"Friday, March 4, 2022","Friday, March 4, 2022",171
FMR36221602,25891602,82,"Sunday, March 6, 2022","Sunday, March 6, 2022",82
FMR34601603,25891602,113,"Friday, March 4, 2022","Friday, March 4, 2022",113
FMR35601602,25891602,65,"Saturday, March 5, 2022","Friday, March 4, 2022",59
FMR34201603,25891602,73,"Friday, March 4, 2022","Friday, March 4, 2022",73
FMR35320602,25891602,139,"Saturday, March 5, 2022","Saturday, March 5, 2022",139
FMR35520602,25891602,112,"Saturday, March 5, 2022","Sunday, March 6, 2022",106
FMR36520602,25891602,67,"Sunday, March 6, 2022","Saturday, March 5, 2022",54
FMR36121602,25891602,62,"Sunday, March 6, 2022","Sunday, March 6, 2022",62
FMR34101603,25891602,66,"Friday, March 4, 2022","Friday, March 4, 2022",66
FMR35603603,25891602,154,"Saturday, March 5, 2022","Saturday, March 5, 2022",146
FMR36603602,25891602,200,"Sunday, March 6, 2022","Saturday, March 5, 2022",200
FMR34721603,25891602,117,"Friday, March 4, 2022","Friday, March 4, 2022",117
FMR36122602,25891602,55,"Sunday, March 6, 2022","Wednesday, March 9, 2022",49
FMR34422602,25891602,121,"Friday, March 4, 2022","Friday, March 4, 2022",121
FMR34220502,25891101,343,"Friday, March 4, 2022","Friday, March 4, 2022",343
FMR35220303,25891101,338,"Saturday, March 5, 2022","Saturday, March 5, 2022",338
FMR35501101,25891101,430,"Saturday, March 5, 2022","Saturday, March 5, 2022",430
FMR36501201,25891101,358,"Sunday, March 6, 2022","Sunday, March 6, 2022",358
FMR35101401,25891101,380,"Saturday, March 5, 2022","Saturday, March 5, 2022",380
FMR34203501,25891101,370,"Friday, March 4, 2022","Friday, March 4, 2022",370
FMR36203203,25891101,446,"Sunday, March 6, 2022","Sunday, March 6, 2022",446
FMR34121101,25891101,488,"Friday, March 4, 2022","Friday, March 4, 2022",488
FMR34721101,25891101,400,"Friday, March 4, 2022","Thursday, March 3, 2022",400
FMR36721101,25891101,391,"Sunday, March 6, 2022","Monday, March 7, 2022",371
FMR34903101,25891101,342,"Friday, March 4, 2022","Saturday, March 5, 2022",274
FMR35903203,25891101,303,"Saturday, March 5, 2022","Saturday, March 5, 2022",273
FMR34320502,25891101,459,"Friday, March 4, 2022","Friday, March 4, 2022",459
FMR36221602,25891101,439,"Sunday, March 6, 2022","Sunday, March 6, 2022",439
FMR34403502,25891101,350,"Friday, March 4, 2022","Friday, March 4, 2022",315
FMR35102403,25891101,304,"Saturday, March 5, 2022","Saturday, March 5, 2022",304
FMR35420101,25891101,421,"Saturday, March 5, 2022","Sunday, March 6, 2022",421
FMR35622301,25891101,423,"Saturday, March 5, 2022","Saturday, March 5, 2022",423
FMR36422101,25891101,339,"Sunday, March 6, 2022","Wednesday, March 9, 2022",339
FMR35402602,25891101,325,"Saturday, March 5, 2022","Saturday, March 5, 2022",309
FMR36402101,25891101,321,"Sunday, March 6, 2022","Sunday, March 6, 2022",321
FMR34102401,25891401,239,"Friday, March 4, 2022","Saturday, March 5, 2022",227
FMR36102401,25891401,478,"Sunday, March 6, 2022","Sunday, March 6, 2022",430
FMR34903401,25891401,430,"Friday, March 4, 2022","Friday, March 4, 2022",430
FMR35903401,25891401,244,"Saturday, March 5, 2022","Sunday, March 6, 2022",220
FMR36702502,25891401,293,"Sunday, March 6, 2022","Sunday, March 6, 2022",293
FMR34301401,25891401,447,"Friday, March 4, 2022","Friday, March 4, 2022",358
FMR36522401,25891401,265,"Sunday, March 6, 2022","Tuesday, March 8, 2022",265
FMR35303401,25891401,366,"Saturday, March 5, 2022","Tuesday, March 8, 2022",366
FMR34201603,25891401,424,"Friday, March 4, 2022","Friday, March 4, 2022",382
FMR34421502,25891401,309,"Friday, March 4, 2022","Monday, March 7, 2022",309
FMR35101401,25891401,486,"Saturday, March 5, 2022","Saturday, March 5, 2022",486
FMR36101401,25891401,464,"Sunday, March 6, 2022","Sunday, March 6, 2022",464
FMR36220401,25891401,396,"Sunday, March 6, 2022","Sunday, March 6, 2022",396
FMR34321403,25891401,258,"Friday, March 4, 2022","Friday, March 4, 2022",258
FMR35221403,25891401,283,"Saturday, March 5, 2022","Saturday, March 5, 2022",283
FMR34603603,25891603,52,"Friday, March 4, 2022","Friday, March 4, 2022",47
FMR35603603,25891603,117,"Saturday, March 5, 2022","Saturday, March 5, 2022",117
FMR34720603,25891603,192,"Friday, March 4, 2022","Friday, March 4, 2022",154
FMR35720603,25891603,66,"Saturday, March 5, 2022","Saturday, March 5, 2022",63
FMR34221603,25891603,61,"Friday, March 4, 2022","Saturday, March 5, 2022",58
FMR34101603,25891603,152,"Friday, March 4, 2022","Friday, March 4, 2022",144
FMR36420603,25891603,105,"Sunday, March 6, 2022","Monday, March 7, 2022",105
FMR36522603,25891603,53,"Sunday, March 6, 2022","Wednesday, March 9, 2022",53
FMR36521603,25891603,70,"Sunday, March 6, 2022","Sunday, March 6, 2022",66
FMR34902603,25891603,151,"Friday, March 4, 2022","Friday, March 4, 2022",151
FMR34303603,25891603,187,"Friday, March 4, 2022","Friday, March 4, 2022",187
FMR34601603,25891603,198,"Friday, March 4, 2022","Friday, March 4, 2022",158
FMR36202603,25891603,170,"Sunday, March 6, 2022","Sunday, March 6, 2022",170
FMR34201603,25891603,114,"Friday, March 4, 2022","Friday, March 4, 2022",91
FMR34721603,25891603,73,"Friday, March 4, 2022","Friday, March 4, 2022",66
FMR35721603,25891603,196,"Saturday, March 5, 2022","Saturday, March 5, 2022",196
FMR34621603,25891603,117,"Friday, March 4, 2022","Friday, March 4, 2022",111
FMR34122603,25891603,53,"Friday, March 4, 2022","Monday, March 7, 2022",48
FMR35122603,25891603,167,"Saturday, March 5, 2022","Saturday, March 5, 2022",167
FMR34501601,25891202,170,"Friday, March 4, 2022","Friday, March 4, 2022",170
FMR34702402,25891202,231,"Friday, March 4, 2022","Friday, March 4, 2022",219
FMR36903501,25891202,328,"Sunday, March 6, 2022","Sunday, March 6, 2022",262
FMR34103602,25891202,159,"Friday, March 4, 2022","Friday, March 4, 2022",151
FMR36421202,25891202,109,"Sunday, March 6, 2022","Wednesday, March 9, 2022",109
FMR35503202,25891202,295,"Saturday, March 5, 2022","Friday, March 4, 2022",295
FMR36220401,25891202,277,"Sunday, March 6, 2022","Sunday, March 6, 2022",277
FMR34720603,25891202,444,"Friday, March 4, 2022","Friday, March 4, 2022",444
FMR36621202,25891202,262,"Sunday, March 6, 2022","Sunday, March 6, 2022",262
FMR35202601,25891202,149,"Saturday, March 5, 2022","Saturday, March 5, 2022",149
FMR34321403,25891202,144,"Friday, March 4, 2022","Friday, March 4, 2022",144
FMR35522403,25891202,118,"Saturday, March 5, 2022","Sunday, March 6, 2022",118
FMR36203203,25891202,427,"Sunday, March 6, 2022","Sunday, March 6, 2022",406
FMR36522401,25891202,269,"Sunday, March 6, 2022","Tuesday, March 8, 2022",269
FMR34103602,25891303,71,"Friday, March 4, 2022","Friday, March 4, 2022",67
FMR34301401,25891303,40,"Friday, March 4, 2022","Friday, March 4, 2022",38
FMR34102503,25891303,26,"Friday, March 4, 2022","Friday, March 4, 2022",26
FMR35102403,25891303,80,"Saturday, March 5, 2022","Saturday, March 5, 2022",80
FMR36703303,25891303,59,"Sunday, March 6, 2022","Saturday, March 5, 2022",59
FMR35420303,25891303,74,"Saturday, March 5, 2022","Monday, March 7, 2022",74
FMR35122303,25891303,78,"Saturday, March 5, 2022","Tuesday, March 8, 2022",62
FMR35320303,25891303,76,"Saturday, March 5, 2022","Monday, March 7, 2022",76
FMR34702402,25891303,26,"Friday, March 4, 2022","Friday, March 4, 2022",26
FMR34202601,25891303,64,"Friday, March 4, 2022","Friday, March 4, 2022",64
FMR36202603,25891303,23,"Sunday, March 6, 2022","Sunday, March 6, 2022",23
FMR36503402,25891303,35,"Sunday, March 6, 2022","Sunday, March 6, 2022",31
FMR34902603,25891303,90,"Friday, March 4, 2022","Friday, March 4, 2022",90
FMR35220303,25891303,72,"Saturday, March 5, 2022","Saturday, March 5, 2022",72
FMR34101603,25891303,36,"Friday, March 4, 2022","Friday, March 4, 2022",36
FMR35101401,25891303,74,"Saturday, March 5, 2022","Saturday, March 5, 2022",74
FMR36320603,25891302,92,"Sunday, March 6, 2022","Sunday, March 6, 2022",83
FMR36603401,25891203,453,"Sunday, March 6, 2022","Sunday, March 6, 2022",453
FMR37422203,25891203,334,"Monday, March 7, 2022","Wednesday, March 9, 2022",334
FMR35101203,25891203,329,"Saturday, March 5, 2022","Sunday, March 6, 2022",329
FMR37320601,25891203,193,"Monday, March 7, 2022","Monday, March 7, 2022",193
FMR35203301,25891203,253,"Saturday, March 5, 2022","Saturday, March 5, 2022",253
FMR35703601,25891203,465,"Saturday, March 5, 2022","Saturday, March 5, 2022",442units
FMR36721501,25891203,474,"Sunday, March 6, 2022","Sunday, March 6, 2022",474
FMR37721203,25891203,389,"Monday, March 7, 2022","Monday, March 7, 2022",389
FMR36420203,25891203,384,"Sunday, March 6, 2022","Saturday, March 5, 2022",384
FMR36403401,25891203,127,"Sunday, March 6, 2022","Sunday, March 6, 2022",114
FMR35301602,25891203,365,"Saturday, March 5, 2022","Saturday, March 5, 2022",365units
FMR37301603,25891203,192,"Monday, March 7, 2022","Monday, March 7, 2022",182
FMR37202501,25891203,311,"Monday, March 7, 2022","Monday, March 7, 2022",280
FMR35503402,25891203,361,"Saturday, March 5, 2022","Saturday, March 5, 2022",361
FMR37720502,25891203,317,"Monday, March 7, 2022","Monday, March 7, 2022",285
FMR36221203,25891203,412,"Sunday, March 6, 2022","Saturday, March 5, 2022",391
FMR37221303,25891203,497,"Monday, March 7, 2022","Monday, March 7, 2022",497
FMR36501203,25891203,271,"Sunday, March 6, 2022","Saturday, March 5, 2022",244
FMR37601303,25891203,355,"Monday, March 7, 2022","Tuesday, March 8, 2022",355
FMR36622203,25891203,226,"Sunday, March 6, 2022","Monday, March 7, 2022",226
FMR36102503,25891203,355,"Sunday, March 6, 2022","Sunday, March 6, 2022",284
FMR35122601,25891203,196,"Saturday, March 5, 2022","Monday, March 7, 2022",186
FMR36122203,25891203,150,"Sunday, March 6, 2022","Saturday, March 5, 2022",120
FMR35102603,25891302,49,"Saturday, March 5, 2022","Saturday, March 5, 2022",47
FMR37102302,25891302,69,"Monday, March 7, 2022","Monday, March 7, 2022",66
FMR35622402,25891302,84,"Saturday, March 5, 2022","Saturday, March 5, 2022",67
FMR37103203,25891203,248,"Monday, March 7, 2022","Monday, March 7, 2022",248
FMR36621302,25891302,42,"Sunday, March 6, 2022","Monday, March 7, 2022",42
FMR37621302,25891302,62,"Monday, March 7, 2022","Sunday, March 6, 2022",62
FMR35501302,25891302,98,"Saturday, March 5, 2022","Sunday, March 6, 2022",98
FMR37221303,25891302,23,"Monday, March 7, 2022","Monday, March 7, 2022",23
FMR35520302,25891302,51,"Saturday, March 5, 2022","Sunday, March 6, 2022",48
FMR35421403,25891302,73,"Saturday, March 5, 2022","Saturday, March 5, 2022",69
FMR36421302,25891302,62,"Sunday, March 6, 2022","Wednesday, March 9, 2022",59
FMR36403401,25891302,99,"Sunday, March 6, 2022","Sunday, March 6, 2022",99
FMR37403302,25891302,84,"Monday, March 7, 2022","Wednesday, March 9, 2022",84
FMR36220601,25891302,84,"Sunday, March 6, 2022","Sunday, March 6, 2022",67
FMR37902502,25891302,32,"Monday, March 7, 2022","Monday, March 7, 2022",32
FMR36103302,25891302,90,"Sunday, March 6, 2022","Wednesday, March 9, 2022",72
FMR36203302,25891302,97,"Sunday, March 6, 2022","Sunday, March 6, 2022",97
FMR35601501,25891302,67,"Saturday, March 5, 2022","Saturday, March 5, 2022",67
FMR37903502,25891302,77,"Monday, March 7, 2022","Monday, March 7, 2022",69
FMR36503501,25891302,88,"Sunday, March 6, 2022","Sunday, March 6, 2022",88
FMR36721501,25891301,99,"Sunday, March 6, 2022","Sunday, March 6, 2022",99
FMR37703602,25891301,84,"Monday, March 7, 2022","Monday, March 7, 2022",80
FMR36102503,25891301,76,"Sunday, March 6, 2022","Sunday, March 6, 2022",76
FMR35203301,25891301,87,"Saturday, March 5, 2022","Saturday, March 5, 2022",87units
FMR35601501,25891301,80,"Saturday, March 5, 2022","Saturday, March 5, 2022",80
FMR36601301,25891301,81,"Sunday, March 6, 2022","Monday, March 7, 2022",81
FMR36503301,25891301,40,"Sunday, March 6, 2022","Monday, March 7, 2022",40
FMR36221303,25891301,20,"Sunday, March 6, 2022","Sunday, March 6, 2022",16
FMR37221303,25891301,67,"Monday, March 7, 2022","Monday, March 7, 2022",67
FMR37202501,25891301,75,"Monday, March 7, 2022","Monday, March 7, 2022",75
FMR35702301,25891301,39,"Saturday, March 5, 2022","Saturday, March 5, 2022",39
FMR36503301,25891101,347,"Sunday, March 6, 2022","Monday, March 7, 2022",347
FMR35202503,25891403,317,"Saturday, March 5, 2022","Saturday, March 5, 2022",317
FMR36720501,25891403,408,"Sunday, March 6, 2022","Sunday, March 6, 2022",408
FMR35521403,25891403,249,"Saturday, March 5, 2022","Monday, March 7, 2022",249
FMR36121403,25891403,247,"Sunday, March 6, 2022","Saturday, March 5, 2022",247
FMR36522602,25891403,366,"Sunday, March 6, 2022","Sunday, March 6, 2022",366
FMR36103403,25891403,298,"Sunday, March 6, 2022","Tuesday, March 8, 2022",238
FMR37622503,25891503,247,"Monday, March 7, 2022","Monday, March 7, 2022",247
FMR36121503,25891503,211,"Sunday, March 6, 2022","Sunday, March 6, 2022",190
FMR35403503,25891503,110,"Saturday, March 5, 2022","Friday, March 4, 2022",110
FMR37403503,25891503,122,"Monday, March 7, 2022","Monday, March 7, 2022",122
FMR35103503,25891503,135,"Saturday, March 5, 2022","Friday, March 4, 2022",128
FMR35703601,25891503,216,"Saturday, March 5, 2022","Saturday, March 5, 2022",216
FMR37703602,25891503,187,"Monday, March 7, 2022","Monday, March 7, 2022",178
FMR36903503,25891503,129,"Sunday, March 6, 2022","Sunday, March 6, 2022",123
FMR35201503,25891503,234,"Saturday, March 5, 2022","Saturday, March 5, 2022",234
FMR36501601,25891503,178,"Sunday, March 6, 2022","Sunday, March 6, 2022",160
FMR36102503,25891503,230,"Sunday, March 6, 2022","Sunday, March 6, 2022",230
FMR37320601,25891503,232,"Monday, March 7, 2022","Monday, March 7, 2022",209
FMR35202503,25891503,166,"Saturday, March 5, 2022","Saturday, March 5, 2022",166
FMR37122503,25891503,158,"Monday, March 7, 2022","Tuesday, March 8, 2022",158
FMR35403602,25891103,483,"Saturday, March 5, 2022","Saturday, March 5, 2022",483
FMR37403503,25891103,442,"Monday, March 7, 2022","Monday, March 7, 2022",442
FMR35903603,25891103,318,"Saturday, March 5, 2022","Saturday, March 5, 2022",254
FMR35201401,25891103,373,"Saturday, March 5, 2022","Friday, March 4, 2022",373
FMR37303603,25891103,461,"Monday, March 7, 2022","Monday, March 7, 2022",461
FMR35402402,25891103,317,"Saturday, March 5, 2022","Saturday, March 5, 2022",317
FMR36402603,25891103,333,"Sunday, March 6, 2022","Sunday, March 6, 2022",316
FMR36121503,25891103,327,"Sunday, March 6, 2022","Sunday, March 6, 2022",327
FMR35503402,25891103,476,"Saturday, March 5, 2022","Saturday, March 5, 2022",476
FMR35622402,25891103,480,"Saturday, March 5, 2022","Saturday, March 5, 2022",480units
FMR36622502,25891103,443,"Sunday, March 6, 2022","Sunday, March 6, 2022",421
FMR36101501,25891103,329,"Sunday, March 6, 2022","Sunday, March 6, 2022",329
FMR37101603,25891103,358,"Monday, March 7, 2022","Monday, March 7, 2022",358
FMR36301202,25891103,378,"Sunday, March 6, 2022","Tuesday, March 8, 2022",378
FMR37301603,25891103,475,"Monday, March 7, 2022","Monday, March 7, 2022",475
FMR37721103,25891103,436,"Monday, March 7, 2022","Tuesday, March 8, 2022",436
FMR37420402,25891103,469,"Monday, March 7, 2022","Wednesday, March 9, 2022",375units
FMR36221601,25891601,197,"Sunday, March 6, 2022","Monday, March 7, 2022",197
FMR35703601,25891601,55,"Saturday, March 5, 2022","Saturday, March 5, 2022",55
FMR36522602,25891601,112,"Sunday, March 6, 2022","Sunday, March 6, 2022",112
FMR36202601,25891601,165,"Sunday, March 6, 2022","Sunday, March 6, 2022",165
FMR35403602,25891601,59,"Saturday, March 5, 2022","Saturday, March 5, 2022",59
FMR37521601,25891601,78,"Monday, March 7, 2022","Tuesday, March 8, 2022",78
FMR36402601,25891601,99,"Sunday, March 6, 2022","Tuesday, March 8, 2022",99
FMR36103603,25891601,156,"Sunday, March 6, 2022","Sunday, March 6, 2022",140
FMR35721601,25891601,138,"Saturday, March 5, 2022","Friday, March 4, 2022",138
